"Timestamp","Poem"
"2016/05/22 10:46:34 PM EST","Sometimes when I'm alone
I Cry,
Cause I am on my own.

The tears I cry are bitter and warm.

They flow with life but take no form
I Cry because my heart is torn.

I find it difficult to carry on.

If I had an ear to confide in,
I would cry among my treasured friend,
but who do you know that stops that long,
to help another carry on.

The world moves fast and it would rather pass by.

Then to stop and see what makes one cry,
so painful and sad.

And sometimes.
.
.

I Cry
and no one cares about why."
"2016/05/22 10:46:47 PM EST","Take one's adversity
Learn from their misfortune
Learn from their pain
Believe in something
Believe in yourself
Turn adversity into ambition
Now blossom into wealth"
"2016/05/22 10:47:22 PM EST","Today is filled with anger
fueled with hidden hate
scared of being outcast
afraid of common fate
Today is built on tragedies
which no one wants 2 face
nightmares 2 humanities
and morally disgraced
Tonight is filled with rage
violence in the air
children bred with ruthlessness
because no one at home cares
Tonight I lay my head down
but the pressure never stops
knawing at my sanity
content when I am dropped
But 2morrow I c change
a chance 2 build a new
Built on spirit intent of Heart
and ideals
based on truth
and tomorrow I wake with second wind
and strong because of pride
2 know I fought with all my heart 2 keep my
dream alive"
"2016/05/22 10:48:45 PM EST","u r the omega of my heart
the foundation of my conception of love
when i think of what a black woman should be
its u that i first think of

u will never fully understand
how deeply my heart feels 4 u
i worry that we'll grow apart
and i'll end up losing u


u bring me 2 climax without sex
and u do it all with regal grace
u r my heart in human form
a friend i could never replace"
"2016/05/22 10:49:47 PM EST","Lets not talk of money
let us 4 get the world
4 a moment lets just reveal
in our eternal comadery
in my heart i know
there will never be a day
that i don't remember
the times we shared
u were a friend
when i was at my lowest
and being a friend to me
was not easy or fashionable
regardless of how popular
I became u remain
my unconditional friend
unconditional in it's truest sense
did u think i would forget
did u for 1 moment dream
that I would ignore u
if so remember this from here 2 forever
nothing can come between us "
"2016/05/22 10:50:05 PM EST","The power of a gun can kill
and the power of fire can burn
the power of wind can chill
and the power of a mind can learn
the power of anger can rage
inside until it tears u apart
but the power of a smile
especially yours can heal a frozen heart "
"2016/05/22 10:52:49 PM EST"," Let me but live my life from year to year, 
With forward face and unreluctant soul; 
Not hurrying to, nor turning from the goal; 
Not mourning for the things that disappear 
In the dim past, nor holding back in fear 
From what the future veils; but with a whole 
And happy heart, that pays its toll 
To Youth and Age, and travels on with cheer.
 

So let the way wind up the hill or down, 
O'er rough or smooth, the journey will be joy: 
Still seeking what I sought when but a boy, 
New friendship, high adventure, and a crown, 
My heart will keep the courage of the quest, 
And hope the road's last turn will be the best."
"2016/05/22 10:53:04 PM EST","Sun and wind and beat of sea,
Great lands stretching endlessly…
Where be bonds to bind the free?
All the world was made for me! "
"2016/05/22 10:54:32 PM EST"," I would liken you
To a night without stars
Were it not for your eyes.

I would liken you
To a sleep without dreams
Were it not for your songs."
"2016/05/22 10:55:42 PM EST","Let me touch these tities,
Let me kiss this sexy mouth.
Let me lie with you in bed,
Gently gently going south."
"2016/05/22 10:58:45 PM EST","Wild Nights – Wild Nights!
Were I with thee
Wild Nights should be
Our luxury!

Futile – the winds –
To a heart in port –
Done with the compass –
Done with the chart!

Rowing in Eden –
Ah, the sea!
Might I moor – Tonight –
In thee!"
"2016/05/22 10:59:25 PM EST","You are perfect for me
because you’re psychic
no one else could understand me
the way you

do and

I say
Drink Me

I say it to you silently
but it calls forth in me

the water for you
the water you asked for"
"2016/05/22 10:59:44 PM EST","Love gives all its reasons
as if they were terms for peace.
Love is this but not that
that but not this.
Love as it always was.

But there is no peace in the mountain
cleft where the fruit bats scatter
from the light.
There is no peace in the hollow when
the heat snuffs night’s blue candle.

The outline of brown leaves on
the beach is the wind’s body.

A crow is squawking at the sun
as if the screech itself is dawn.
Let me hear every perfect note.
How I loved that jasper morning."
"2016/05/22 11:00:27 PM EST","If my lover were a comet
          Hung in air,
I would braid my leaping body
          In his hair.

Yea, if they buried him ten leagues
          Beneath the loam,
My fingers they would learn to dig
          And I’d plunge home!"
"2016/05/22 11:00:48 PM EST","We cannot live, except thus mutually
We alternate, aware or unaware,
The reflex act of life: and when we bear
Our virtue onward most impulsively,
Most full of invocation, and to be
Most instantly compellant, certes, there
We live most life, whoever breathes most air
And counts his dying years by sun and sea.
But when a soul, by choice and conscience, doth
Throw out her full force on another soul,
The conscience and the concentration both make
mere life, Love. For Life in perfect whole
And aim consummated, is Love in sooth,
As nature’s magnet-heat rounds pole with pole."
"2016/05/22 11:01:10 PM EST","The gray sea and the long black land;  
And the yellow half-moon large and low:  
And the startled little waves that leap  
In fiery ringlets from their sleep,  
As I gain the cove with pushing prow,
And quench its speed i’ the slushy sand.  
  
Then a mile of warm sea-scented beach;  
Three fields to cross till a farm appears;  
A tap at the pane, the quick sharp scratch  
And blue spurt of a lighted match,
And a voice less loud, through joys and fears,  
Than the two hearts beating each to each!"
"2016/05/22 11:02:27 PM EST","How love came in I do not know,
Whether by the eye, or ear, or no;
Or whether with the soul it came
(At first) infused with the same;
Whether in part ’tis here or there,
Or, like the soul, whole everywhere,
This troubles me: but I as well
As any other this can tell:
That when from hence she does depart
The outlet then is from the heart."
"2016/05/22 11:04:19 PM EST","The red rose whispers of passion,
And the white rose breathes of love;
O, the red rose is a falcon,
And the white rose is a dove.

But I send you a cream-white rosebud
With a flush on its petal tips;
For the love that is purest and sweetest
Has a kiss of desire on the lips."
"2016/05/22 11:05:37 PM EST","I wish I could remember that first day, 
First hour, first moment of your meeting me, 
If bright or dim the season, it might be 
Summer or Winter for aught I can say; 
So unrecorded did it slip away, 
So blind was I to see and to foresee, 
So dull to mark the budding of my tree 
That would not blossom for many a May. 
If only I could recollect it, such 
A day of days! I let it come and go 
As traceless as a thaw of bygone snow; 
It seemed to mean so little, meant so much; 
If only now I could recall that touch, 
First touch of hand in hand—Did one but know!"
"2016/05/22 11:08:55 PM EST","Out

Of a great need

We are all holding hands

And climbing.

Not loving is a letting go.

Listen,

The terrain around here

Is

Far too

Dangerous

For

That."
"2016/05/22 11:10:18 PM EST","Speak earth and bless me with what is richest
make sky flow honey out of my hips
rigid as mountains
spread over a valley
carved out by the mouth of rain.

And I knew when I entered her I was
high wind in her forests hollow
fingers whispering sound
honey flowed         
from the split cup
impaled on a lance of tongues
on the tips of her breasts on her navel
and my breath
howling into her entrances
through lungs of pain.

Greedy as herring-gulls
or a child
I swing out over the earth
over and over
again."
"2016/05/22 11:10:38 PM EST","When you appeared it was as if
magnets cleared the air.
I had never seen that smile before
or your hair, flying silver. Someone
waving goodbye, she was silver, too.
Of course you didn’t see me.
I called softly so you could choose
not to answer—then called again.
You turned in the light, your eyes
seeking your name."
"2016/05/22 11:11:19 PM EST","
Out of your whole life give but a moment! 
All of your life that has gone before, 
All to come after it,—so you ignore, 
So you make perfect the present,—condense, 
In a rapture of rage, for perfection’s endowment, 
Thought and feeling and soul and sense—
Merged in a moment which gives me at last 
You around me for once, you beneath me, above me—
Me—sure that despite of time future, time past,—
This tick of our life-time’s one moment you love me! 
How long such suspension may linger? Ah, Sweet—
The moment eternal—just that and no more—
When ecstasy’s utmost we clutch at the core 
While cheeks burn, arms open, eyes shut and lips meet!"
"2016/05/22 11:11:52 PM EST","

The truth is that I fall in love
so easily because

it’s easy.
It happens

a dozen times some days.
I’ve lived whole lives,

had children,
grown old, and died

in the arms of other women
in no more time

than it takes the 2-train
to get from City Hall to Brooklyn,

which brings me back
to you: the only one

I fall in love with
at least once every day—

not because
there are no other
 
lovely women in the world,
but because each time,

dying in their arms,
I call your name."
"2016/05/22 11:14:52 PM EST","You, rare as Georgia
snow. Falling

hard. Quick.
Candle shadow.

             The cold
spell that catches

us by surprise.
The too-early blooms,

tricked, gardenias blown about,
circling wind. Green figs.

   Nothing stays. I want
to watch you walk

the hall to the cold tile
bathroom—all

          night, a lifetime."
"2016/05/22 11:16:19 PM EST","I love a white v-neck t-shirt
on you: two cotton strips racing
to a point they both arrived at: there
vigor barely contained, flaming hair,
collarless, fenced-in skin that shines.
Cool drop of hem, soft & lived-in,
so unlike my father, to bed you go,
flushed with fur in a rabbit’s burrow
or nest for a flightless bird, brooding. 
Let me be that endangered species,
huddled in the vessel of the inverted
triangle: gaped mouth of a great white
fish on the verge of striking, poised
to devour & feed on skin, on all. "
"2016/05/22 11:16:52 PM EST","His artfully unkempt strawberry blonde head sports outsized headphones.  Like a contemporary bust.  Behold the innocence of the freckles, ripe pout of cherry lips.  As if the mere sight of the world hurts him, he squints greenly and applies saline drops.  You dream him crying over you.  For the duration of a subway ride you fall blindly in love.  Until he exits.  Or you exit, returning home to the one you truly love to ravish him."
"2016/05/22 11:17:48 PM EST","Passing stranger! you do not know how longingly I look upon you,
You must be he I was seeking, or she I was seeking, (it comes to me as of a dream,)
I have somewhere surely lived a life of joy with you,
All is recall’d as we flit by each other, fluid, affectionate, chaste, matured,
You grew up with me, were a boy with me or a girl with me,
I ate with you and slept with you, your body has become not yours only nor left my body mine only,
You give me the pleasure of your eyes, face, flesh, as we pass, you take of my beard, breast, hands, in return,
I am not to speak to you, I am to think of you when I sit alone or wake at night alone,
I am to wait, I do not doubt I am to meet you again,
I am to see to it that I do not lose you."
"2016/05/22 11:18:17 PM EST","I love you, malcontent
Male wind—
Shaking the pollen from a flower
Or hurling the sea backward from the grinning sand.

Blow on and over my dreams. . .
Scatter my sick dreams. . .
Throw your lusty arms about me. . .
Envelop all my hot body. . .
Carry me to pine forests—
Great, rough-bearded forests. . .
Bring me to stark plains and steppes. . .

I would have the North to-night—
The cold, enduring North.

And if we should meet the Snow,
Whirling in spirals,
And he should blind my eyes. . .

Ally, you will defend me—
You will hold me close,
Blowing on my eyelids."
"2016/05/22 11:19:18 PM EST","you leapt sometimes
you walked away sometimes

that time on the phone you
couldn’t get your breath
I leapt but couldn’t get to you

I caught the brow that bid the dead
I caught the bough that hid

I’m, you know, still here,
tulip, resin, temporary—"
"2016/05/22 11:21:29 PM EST","This morning, the lovers—
who last night were slurring and stumbling
and when I looked out, each gripping
the other’s taut throat in a clench of callous
and nail—sit on their front steps. The woman
smokes an idle cigarette. The man lounges
two steps down from her and leans his head
into her lap. Beer cans and husks of blue crab
from their cookout scuttle by in languid breeze.
The woman flicks the stub of her cigarette
into the street and kisses her man on his forehead.
In the kitchen behind me, Naomi
turns on the coffee grinder. I look back at her
but don’t bother to complain about the racket
this time. I’m more interested in the lovers.
Or, I was—they’re boring me now.
I liked them better when the radio was pumping
from their open window, and they were clawing out,
under the streetlight, the terms of their love."
"2016/05/22 11:23:01 PM EST","When the sea has devoured the ships,
And the spires and the towers
Have gone back to the hills.
And all the cities
Are one with the plains again.
And the beauty of bronze,
And the strength of steel
Are blown over silent continents,
As the desert sand is blown—
My dust with yours forever."
